Unnamed: 0,CustomerID,Age,Gender,Location,ProductCategory,PurchaseDate,PurchaseAmount,PaymentMethod,Quantity,DiscountPercentage,IsReturned,Rating,IsPromotion,CustomerSegment,ShippingDuration,Region,IngestionTimestamp,Source,Month
183,184,20,Female,Suburb,Clothing,03-07-2022,991.4146225,Credit Card,9,0.067216714,FALSE,5,FALSE,Returning,7,South,52:10.3,System A,7
184,185,56,Female,Suburb,Home Appliances,04-07-2022,549.0375095,Cash,4,0.233860308,FALSE,1,FALSE,New,4,East,52:10.3,System A,7
185,186,23,Male,Suburb,Clothing,05-07-2022,963.1406668,Debit Card,9,0.302948408,TRUE,3,FALSE,Returning,2,South,52:10.3,System A,7
186,187,25,Female,Rural,Electronics,06-07-2022,84.84899021,Debit Card,7,0.2141759,FALSE,3,FALSE,Returning,5,South,52:10.3,System A,7
187,188,44,Male,Suburb,Electronics,07-07-2022,372.0239408,Cash,6,0.013553326,FALSE,1,FALSE,Returning,6,North,52:10.3,System A,7
188,189,26,Female,City,Clothing,08-07-2022,233.1274553,Cash,5,0.391750751,FALSE,5,FALSE,Returning,3,North,52:10.3,System A,7
189,190,54,Male,City,Electronics,09-07-2022,203.8747533,Cash,9,0.005256612,FALSE,5,FALSE,Returning,3,North,52:10.3,System A,7
190,191,50,Female,Rural,Electronics,10-07-2022,149.3949194,Cash,2,0.380944947,FALSE,3,FALSE,Returning,3,West,52:10.3,System A,7
191,192,59,Male,Rural,Home Appliances,11-07-2022,626.1895052,Cash,2,0.446652247,FALSE,2,FALSE,Returning,7,North,52:10.3,System A,7
192,193,61,Female,Suburb,Clothing,12-07-2022,783.5086372,Credit Card,9,0.216419961,FALSE,4,FALSE,Returning,6,East,52:10.3,System A,7
193,194,41,Male,Rural,Clothing,13-07-2022,582.5154154,Credit Card,3,0.267771237,FALSE,2,FALSE,Returning,1,East,52:10.3,System A,7
194,195,32,Female,Rural,Home Appliances,14-07-2022,155.4930825,Debit Card,8,0.238491696,FALSE,5,FALSE,Returning,6,North,52:10.3,System A,7
195,196,49,Male,City,Electronics,15-07-2022,813.0125322,Credit Card,9,0.194604309,FALSE,2,TRUE,New,1,West,52:10.3,System A,7
196,197,49,Female,City,Electronics,16-07-2022,639.5951601,Credit Card,8,0.443712268,FALSE,4,TRUE,New,3,South,52:10.3,System A,7
197,198,41,Male,Suburb,Clothing,17-07-2022,394.2840491,Credit Card,4,0.446966755,FALSE,2,FALSE,New,4,West,52:10.3,System A,7
198,199,58,Male,Rural,Electronics,18-07-2022,677.3889926,Cash,1,0.167908182,FALSE,2,TRUE,New,4,West,52:10.3,System A,7
199,200,29,Female,Rural,Home Appliances,19-07-2022,267.3059295,Debit Card,4,0.307534877,FALSE,2,FALSE,Returning,1,South,52:10.3,System A,7
200,201,56,Female,City,Home Appliances,20-07-2022,351.7402864,Debit Card,9,0.463453781,FALSE,2,TRUE,Returning,3,South,52:10.3,System A,7
201,202,19,Male,Rural,Clothing,21-07-2022,918.3109847,Debit Card,2,0.481029249,FALSE,1,FALSE,New,6,South,52:10.3,System A,7
202,203,20,Female,City,Home Appliances,22-07-2022,297.5994606,Debit Card,3,0.25447952,FALSE,5,FALSE,Returning,4,East,52:10.3,System A,7
203,204,54,Male,Suburb,Home Appliances,23-07-2022,475.2883855,Credit Card,8,0.226412403,FALSE,4,FALSE,Returning,1,South,52:10.3,System A,7
204,205,34,Male,City,Clothing,24-07-2022,891.239726,Credit Card,6,0.139347158,FALSE,5,FALSE,Returning,6,South,52:10.3,System A,7
205,206,19,Male,Rural,Home Appliances,25-07-2022,710.6441368,Cash,8,0.479435937,FALSE,1,TRUE,Returning,3,West,52:10.3,System A,7
206,207,19,Female,Suburb,Home Appliances,26-07-2022,71.5811939,Debit Card,7,0.071407152,FALSE,1,TRUE,Returning,2,West,52:10.3,System A,7
207,208,45,Male,City,Home Appliances,27-07-2022,155.8300138,Credit Card,5,0.289914788,TRUE,1,FALSE,Returning,3,North,52:10.3,System A,7
208,209,40,Male,City,Electronics,28-07-2022,17.76317486,Credit Card,9,0.141275134,FALSE,1,FALSE,New,7,West,52:10.3,System A,7
209,210,54,Female,Suburb,Clothing,29-07-2022,634.6125723,Cash,4,0.139504145,FALSE,2,FALSE,New,3,South,52:10.3,System A,7
210,211,49,Female,Suburb,Clothing,30-07-2022,453.1966912,Cash,6,0.202484294,FALSE,5,FALSE,New,6,East,52:10.3,System A,7
211,212,50,Female,City,Clothing,31-07-2022,142.9321024,Cash,2,0.499396468,FALSE,3,FALSE,New,6,West,52:10.3,System A,7
212,213,18,Female,Rural,Electronics,01-08-2022,958.3547798,Credit Card,2,0.027483153,TRUE,4,FALSE,Returning,5,West,52:10.3,System A,8
213,214,36,Male,City,Electronics,02-08-2022,534.3631267,Credit Card,2,0.289270909,FALSE,1,FALSE,Returning,5,South,52:10.3,System A,8
214,215,19,Male,Suburb,Clothing,03-08-2022,249.4743612,Cash,7,0.041286079,FALSE,5,TRUE,Returning,6,West,52:10.3,System A,8
215,216,61,Male,City,Electronics,04-08-2022,505.5975354,Debit Card,2,0.077260415,FALSE,1,FALSE,Returning,6,West,52:10.3,System A,8
216,217,43,Male,Suburb,Clothing,05-08-2022,682.8241294,Cash,2,0.219781471,FALSE,1,FALSE,New,2,South,52:10.3,System A,8
217,218,49,Female,Suburb,Electronics,06-08-2022,85.47682579,Cash,9,0.255230066,TRUE,1,TRUE,Returning,2,West,52:10.3,System A,8
218,219,23,Male,Rural,Home Appliances,07-08-2022,281.9567769,Cash,7,0.129396204,TRUE,1,FALSE,Returning,3,East,52:10.3,System A,8
219,220,49,Male,Suburb,Home Appliances,08-08-2022,808.895836,Cash,3,0.158228565,FALSE,1,TRUE,New,7,North,52:10.3,System A,8
220,221,21,Female,Suburb,Clothing,09-08-2022,465.0682217,Credit Card,3,0.04348351,FALSE,4,FALSE,New,4,West,52:10.3,System A,8
221,222,28,Male,Rural,Electronics,10-08-2022,551.1113706,Debit Card,7,0.151609892,FALSE,5,FALSE,Returning,7,East,52:10.3,System A,8
222,223,34,Male,Suburb,Electronics,11-08-2022,438.4878422,Cash,5,0.48327922,FALSE,1,FALSE,Returning,2,West,52:10.3,System A,8
223,224,55,Male,Rural,Home Appliances,12-08-2022,53.46094322,Debit Card,6,0.472353691,FALSE,1,FALSE,Returning,3,North,52:10.3,System A,8
224,225,41,Male,Rural,Home Appliances,13-08-2022,174.092282,Debit Card,8,0.167439145,FALSE,1,FALSE,Returning,7,South,52:10.3,System A,8
225,226,22,Male,Suburb,Electronics,14-08-2022,451.0862224,Debit Card,9,0.285426968,FALSE,1,FALSE,Returning,1,North,52:10.3,System A,8
226,227,51,Male,Suburb,Electronics,15-08-2022,217.0936108,Cash,1,0.454797696,FALSE,2,FALSE,New,5,West,52:10.3,System A,8
227,228,23,Female,City,Electronics,16-08-2022,59.47923837,Credit Card,3,0.003091911,FALSE,2,FALSE,New,7,North,52:10.3,System A,8
228,229,39,Female,Rural,Electronics,17-08-2022,845.2131674,Cash,7,0.405341785,FALSE,3,FALSE,Returning,4,North,52:10.3,System A,8
229,230,28,Male,City,Electronics,18-08-2022,981.3806039,Debit Card,6,0.474184776,FALSE,1,FALSE,Returning,3,South,52:10.3,System A,8
230,231,33,Male,Suburb,Electronics,19-08-2022,795.2114453,Debit Card,7,0.045662867,FALSE,3,TRUE,Returning,7,West,52:10.3,System A,8
231,232,50,Female,City,Clothing,20-08-2022,855.2470725,Credit Card,8,0.080723843,FALSE,4,FALSE,Returning,6,North,52:10.3,System A,8
232,233,26,Male,Rural,Electronics,21-08-2022,249.557359,Cash,6,0.480373151,FALSE,3,TRUE,Returning,1,North,52:10.3,System A,8
233,234,23,Male,City,Home Appliances,22-08-2022,961.0207058,Debit Card,3,0.268770072,TRUE,5,TRUE,Returning,5,South,52:10.3,System A,8
234,235,33,Male,Rural,Clothing,23-08-2022,204.9564474,Credit Card,2,0.007098317,FALSE,2,FALSE,Returning,1,East,52:10.3,System A,8
235,236,46,Female,Suburb,Electronics,24-08-2022,951.9155123,Debit Card,7,0.128815999,FALSE,2,TRUE,Returning,3,West,52:10.3,System A,8
236,237,20,Male,Suburb,Home Appliances,25-08-2022,994.871101,Credit Card,1,0.224971837,FALSE,1,FALSE,New,2,East,52:10.3,System A,8
237,238,37,Female,Rural,Clothing,26-08-2022,714.6055777,Credit Card,3,0.346454456,FALSE,1,FALSE,Returning,5,East,52:10.3,System A,8
238,239,53,Male,Suburb,Home Appliances,27-08-2022,981.3322945,Cash,4,0.366580189,TRUE,4,FALSE,Returning,1,South,52:10.3,System A,8
239,240,36,Female,Suburb,Electronics,28-08-2022,573.8443818,Debit Card,1,0.497710756,FALSE,4,FALSE,Returning,2,South,52:10.3,System A,8
240,241,43,Female,Suburb,Electronics,29-08-2022,266.9463653,Cash,5,0.1437556,TRUE,5,FALSE,New,4,West,52:10.3,System A,8
241,242,20,Male,Suburb,Electronics,30-08-2022,442.6259268,Debit Card,3,0.269110051,FALSE,1,TRUE,Returning,3,East,52:10.3,System A,8
242,243,36,Female,Rural,Electronics,31-08-2022,597.625326,Cash,2,0.266661774,FALSE,1,FALSE,Returning,3,North,52:10.3,System A,8
243,244,37,Male,City,Clothing,01-09-2022,82.35074641,Debit Card,3,0.20282263,FALSE,4,FALSE,Returning,5,East,52:10.3,System A,9
244,245,49,Female,City,Clothing,02-09-2022,626.119832,Cash,8,0.084580947,FALSE,4,FALSE,Returning,1,South,52:10.3,System A,9
245,246,24,Male,Suburb,Home Appliances,03-09-2022,981.3660584,Credit Card,6,0.488728282,FALSE,4,FALSE,New,4,North,52:10.3,System A,9
246,247,58,Male,City,Electronics,04-09-2022,198.2065733,Debit Card,7,0.426658593,FALSE,2,FALSE,Returning,6,North,52:10.3,System A,9
247,248,50,Female,City,Home Appliances,05-09-2022,794.6691651,Debit Card,6,0.249166514,FALSE,3,FALSE,Returning,5,South,52:10.3,System A,9
248,249,57,Male,Suburb,Clothing,06-09-2022,908.8198058,Credit Card,6,0.301622711,TRUE,3,FALSE,Returning,6,North,52:10.3,System A,9
249,250,56,Male,Suburb,Electronics,07-09-2022,944.2645769,Cash,3,0.113630527,FALSE,1,TRUE,New,5,East,52:10.3,System A,9
250,251,35,Female,City,Electronics,08-09-2022,960.5342484,Debit Card,8,0.271893535,FALSE,2,FALSE,New,1,South,52:10.3,System A,9
251,252,57,Male,Rural,Clothing,09-09-2022,526.2450423,Debit Card,7,0.347485067,FALSE,4,FALSE,Returning,4,West,52:10.3,System A,9
252,253,18,Male,Suburb,Clothing,10-09-2022,977.5348289,Cash,7,0.257583514,FALSE,1,TRUE,Returning,1,South,52:10.3,System A,9
253,254,28,Female,Rural,Clothing,11-09-2022,759.7371051,Credit Card,6,0.495142585,FALSE,2,FALSE,Returning,3,West,52:10.3,System A,9
254,255,45,Female,City,Clothing,12-09-2022,170.0547219,Cash,5,0.305670828,FALSE,5,FALSE,New,6,West,52:10.3,System A,9
255,256,42,Male,Suburb,Clothing,13-09-2022,482.1311054,Cash,8,0.185486856,FALSE,2,FALSE,Returning,2,South,52:10.3,System A,9
256,257,40,Male,Rural,Electronics,14-09-2022,721.1478636,Cash,5,0.386076014,FALSE,1,TRUE,Returning,7,South,52:10.3,System A,9
257,258,48,Female,Suburb,Clothing,15-09-2022,254.8669127,Debit Card,9,0.085231256,FALSE,3,FALSE,New,3,West,52:10.3,System A,9
258,259,47,Female,City,Electronics,16-09-2022,644.2090317,Credit Card,9,0.192257907,FALSE,4,TRUE,Returning,3,West,52:10.3,System A,9
259,260,59,Male,Rural,Electronics,17-09-2022,669.9344743,Credit Card,1,0.173479475,FALSE,5,FALSE,Returning,6,North,52:10.3,System A,9
260,261,52,Female,City,Clothing,18-09-2022,171.0727464,Cash,6,0.215903548,FALSE,2,TRUE,Returning,5,South,52:10.3,System A,9
261,262,24,Male,City,Clothing,19-09-2022,569.4344593,Debit Card,7,0.390889913,FALSE,1,FALSE,New,3,South,52:10.3,System A,9
262,263,33,Male,Suburb,Electronics,20-09-2022,773.9106419,Cash,3,0.242086516,FALSE,1,FALSE,Returning,7,North,52:10.3,System A,9
263,264,43,Male,Rural,Clothing,21-09-2022,503.9067079,Debit Card,7,0.397007225,TRUE,4,FALSE,New,4,South,52:10.3,System A,9
264,265,19,Male,City,Clothing,22-09-2022,21.98208561,Debit Card,7,0.288244452,FALSE,1,TRUE,New,3,North,52:10.3,System A,9
265,266,18,Male,City,Clothing,23-09-2022,18.94808439,Debit Card,2,0.171034717,FALSE,1,FALSE,New,4,North,52:10.3,System A,9
266,267,29,Female,Rural,Home Appliances,24-09-2022,363.4590505,Debit Card,7,0.404989372,FALSE,4,FALSE,Returning,1,South,52:10.3,System A,9
267,268,22,Female,City,Electronics,25-09-2022,926.9321277,Credit Card,1,0.119144835,FALSE,5,FALSE,New,5,East,52:10.3,System A,9
268,269,54,Female,City,Home Appliances,26-09-2022,236.3900118,Debit Card,5,0.11219149,FALSE,3,FALSE,Returning,4,West,52:10.3,System A,9
269,270,49,Female,Rural,Clothing,27-09-2022,638.020052,Debit Card,9,0.252251462,FALSE,3,FALSE,New,3,South,52:10.3,System A,9
270,271,26,Male,Rural,Home Appliances,28-09-2022,229.855112,Cash,7,0.130424623,TRUE,2,FALSE,New,5,East,52:10.3,System A,9
271,272,58,Male,Rural,Clothing,29-09-2022,328.4532898,Cash,7,0.004543517,FALSE,5,TRUE,Returning,7,North,52:10.3,System A,9
272,273,52,Male,Rural,Home Appliances,30-09-2022,849.5616687,Credit Card,2,0.324148764,FALSE,2,TRUE,New,5,East,52:10.3,System A,9
273,274,36,Male,Suburb,Clothing,01-10-2022,731.5728278,Cash,8,0.255546911,FALSE,3,FALSE,Returning,4,South,52:10.3,System A,10
274,275,33,Female,Rural,Home Appliances,02-10-2022,104.4452845,Debit Card,3,0.222758907,FALSE,4,TRUE,New,4,South,52:10.3,System A,10
275,276,20,Male,Suburb,Home Appliances,03-10-2022,434.4150008,Cash,8,0.483484257,FALSE,1,FALSE,New,2,East,52:10.3,System A,10
276,277,37,Male,Suburb,Home Appliances,04-10-2022,38.87806601,Credit Card,3,0.285599592,FALSE,3,FALSE,New,2,South,52:10.3,System A,10
277,278,41,Female,Suburb,Electronics,05-10-2022,486.0812451,Cash,7,0.431715789,FALSE,5,FALSE,Returning,5,West,52:10.3,System A,10
278,279,50,Female,City,Home Appliances,06-10-2022,665.8096716,Cash,2,0.069725118,TRUE,3,TRUE,New,6,East,52:10.3,System A,10
279,280,41,Female,Suburb,Electronics,07-10-2022,127.3175974,Credit Card,4,0.284603232,FALSE,5,TRUE,Returning,6,North,52:10.3,System A,10
280,281,28,Female,Suburb,Clothing,08-10-2022,295.9960895,Credit Card,6,0.433989813,FALSE,5,FALSE,Returning,2,East,52:10.3,System A,10
281,282,25,Male,City,Home Appliances,09-10-2022,403.8582592,Debit Card,9,0.291552879,FALSE,5,FALSE,Returning,3,East,52:10.3,System A,10
282,283,53,Male,City,Clothing,10-10-2022,920.3357144,Cash,5,0.359007089,FALSE,2,FALSE,Returning,1,East,52:10.3,System A,10
283,284,55,Female,City,Clothing,11-10-2022,993.3224653,Debit Card,9,0.186021784,FALSE,4,TRUE,Returning,5,East,52:10.3,System A,10
284,285,57,Male,Rural,Home Appliances,12-10-2022,54.46218601,Cash,5,0.046224759,FALSE,3,TRUE,Returning,1,North,52:10.3,System A,10
285,286,37,Male,City,Electronics,13-10-2022,763.3978443,Cash,8,0.228950148,FALSE,4,TRUE,New,2,North,52:10.3,System A,10
286,287,52,Male,City,Home Appliances,14-10-2022,378.0068257,Debit Card,1,0.197239695,FALSE,1,FALSE,New,4,North,52:10.3,System A,10
287,288,42,Female,Suburb,Clothing,15-10-2022,398.5336044,Cash,7,0.433530091,FALSE,3,TRUE,New,7,East,52:10.3,System A,10
288,289,52,Male,City,Clothing,16-10-2022,756.7223236,Cash,4,0.121997651,FALSE,4,TRUE,New,5,West,52:10.3,System A,10
289,290,42,Female,Rural,Home Appliances,17-10-2022,919.2421678,Cash,5,0.483367114,FALSE,4,TRUE,New,2,West,52:10.3,System A,10
290,291,46,Male,City,Electronics,18-10-2022,951.4193086,Credit Card,6,0.47906906,FALSE,1,FALSE,Returning,3,North,52:10.3,System A,10
291,292,35,Male,Rural,Electronics,19-10-2022,581.3513602,Debit Card,5,0.123815822,FALSE,5,FALSE,Returning,7,West,52:10.3,System A,10
292,293,63,Male,City,Clothing,20-10-2022,363.5499477,Credit Card,1,0.174025978,TRUE,3,FALSE,Returning,5,West,52:10.3,System A,10
293,294,35,Female,City,Clothing,21-10-2022,789.673595,Debit Card,9,0.44777787,FALSE,3,TRUE,New,5,West,52:10.3,System A,10
294,295,19,Male,City,Electronics,22-10-2022,258.4913694,Debit Card,2,0.48331111,FALSE,1,FALSE,New,6,West,52:10.3,System A,10
295,296,52,Female,City,Home Appliances,23-10-2022,568.4332885,Cash,9,0.221719551,FALSE,5,FALSE,Returning,4,West,52:10.3,System A,10
296,297,33,Female,Rural,Clothing,24-10-2022,364.9926769,Debit Card,2,0.160498523,FALSE,3,TRUE,Returning,5,South,52:10.3,System A,10
297,298,58,Female,Rural,Electronics,25-10-2022,660.064763,Credit Card,9,0.263047007,FALSE,3,TRUE,Returning,4,North,52:10.3,System A,10
298,299,53,Male,Suburb,Clothing,26-10-2022,247.9949238,Credit Card,6,0.343884603,TRUE,3,FALSE,Returning,2,East,52:10.3,System A,10
299,300,50,Male,Rural,Home Appliances,27-10-2022,199.6770163,Credit Card,9,0.136737258,FALSE,5,TRUE,Returning,3,West,52:10.3,System A,10
300,301,21,Male,City,Electronics,28-10-2022,919.0566958,Debit Card,6,0.368236587,FALSE,1,TRUE,Returning,7,South,52:10.3,System A,10
301,302,50,Male,Suburb,Clothing,29-10-2022,110.7856461,Credit Card,6,0.025828679,FALSE,3,FALSE,New,7,East,52:10.3,System A,10
302,303,31,Female,Suburb,Home Appliances,30-10-2022,510.8983287,Debit Card,2,0.024647246,FALSE,4,FALSE,Returning,3,South,52:10.3,System A,10
303,304,38,Female,Suburb,Clothing,31-10-2022,228.6442551,Credit Card,8,0.193143853,FALSE,5,FALSE,Returning,5,West,52:10.3,System A,10
304,305,37,Female,City,Home Appliances,01-11-2022,48.54066369,Credit Card,3,0.176736596,FALSE,2,FALSE,New,5,West,52:10.3,System A,11
305,306,25,Male,Rural,Home Appliances,02-11-2022,45.65863011,Debit Card,7,0.157816608,FALSE,1,FALSE,Returning,2,West,52:10.3,System A,11
306,307,24,Female,City,Electronics,03-11-2022,183.4695544,Credit Card,5,0.245509881,FALSE,4,FALSE,Returning,6,West,52:10.3,System A,11
307,308,20,Male,Suburb,Home Appliances,04-11-2022,868.102651,Cash,3,0.160366791,FALSE,3,TRUE,Returning,6,East,52:10.3,System A,11
308,309,34,Female,City,Clothing,05-11-2022,289.6539565,Debit Card,1,0.096128959,FALSE,2,FALSE,New,6,East,52:10.3,System A,11
309,310,50,Male,City,Home Appliances,06-11-2022,950.9545789,Debit Card,8,0.154734775,FALSE,1,TRUE,Returning,4,South,52:10.3,System A,11
310,311,29,Male,Rural,Home Appliances,07-11-2022,585.8060701,Debit Card,3,0.487452136,TRUE,5,FALSE,Returning,6,North,52:10.3,System A,11
311,312,39,Female,Rural,Electronics,08-11-2022,442.2480479,Cash,2,0.205556708,FALSE,2,FALSE,Returning,3,West,52:10.3,System A,11
312,313,39,Female,Suburb,Home Appliances,09-11-2022,584.2879463,Debit Card,1,0.222356388,FALSE,2,FALSE,New,7,South,52:10.3,System A,11
313,314,63,Female,City,Home Appliances,10-11-2022,521.5314014,Credit Card,4,0.288272495,FALSE,4,FALSE,Returning,7,South,52:10.3,System A,11
314,315,47,Female,City,Clothing,11-11-2022,761.1884912,Credit Card,8,0.491670384,FALSE,1,FALSE,Returning,4,South,52:10.3,System A,11
315,316,55,Male,Rural,Electronics,12-11-2022,289.6711053,Credit Card,3,0.120800638,FALSE,4,FALSE,New,2,West,52:10.3,System A,11
316,317,55,Female,City,Electronics,13-11-2022,359.5198877,Debit Card,1,0.340641055,FALSE,4,FALSE,New,3,West,52:10.3,System A,11
317,318,62,Female,City,Electronics,14-11-2022,895.1533595,Credit Card,4,0.357992347,FALSE,3,FALSE,Returning,7,South,52:10.3,System A,11
318,319,25,Female,City,Home Appliances,15-11-2022,946.991948,Debit Card,9,0.303662208,FALSE,5,FALSE,Returning,3,West,52:10.3,System A,11
319,320,44,Male,Rural,Electronics,16-11-2022,893.6326452,Credit Card,1,0.04428917,FALSE,2,FALSE,New,7,South,52:10.3,System A,11
320,321,44,Male,Suburb,Home Appliances,17-11-2022,425.253514,Cash,2,0.338436138,FALSE,1,FALSE,Returning,1,East,52:10.3,System A,11
321,322,51,Female,Suburb,Home Appliances,18-11-2022,782.561848,Cash,9,0.032047356,FALSE,5,FALSE,Returning,2,West,52:10.3,System A,11
322,323,38,Male,City,Clothing,19-11-2022,481.572376,Cash,2,0.298071325,FALSE,5,TRUE,New,2,East,52:10.3,System A,11
323,324,47,Female,Suburb,Clothing,20-11-2022,502.5644536,Cash,3,0.369790589,FALSE,1,FALSE,Returning,1,North,52:10.3,System A,11
324,325,50,Male,Rural,Clothing,21-11-2022,212.633308,Debit Card,7,0.105484945,FALSE,5,FALSE,New,4,West,52:10.3,System A,11
325,326,45,Male,Rural,Clothing,22-11-2022,595.2190002,Credit Card,3,0.420811004,FALSE,3,FALSE,Returning,7,North,52:10.3,System A,11
326,327,64,Male,Suburb,Clothing,23-11-2022,194.2745388,Cash,9,0.015176903,FALSE,5,FALSE,Returning,7,South,52:10.3,System A,11
327,328,50,Male,Suburb,Home Appliances,24-11-2022,338.2490521,Debit Card,6,0.421906432,FALSE,3,FALSE,Returning,7,West,52:10.3,System A,11
328,329,22,Female,City,Home Appliances,25-11-2022,856.4798996,Cash,3,0.230164525,FALSE,2,TRUE,New,6,West,52:10.3,System A,11
329,330,36,Female,Suburb,Electronics,26-11-2022,215.0050511,Cash,9,0.10879397,TRUE,2,TRUE,New,6,West,52:10.3,System A,11
330,331,21,Female,City,Home Appliances,27-11-2022,80.44670232,Debit Card,1,0.066889072,FALSE,4,FALSE,Returning,6,North,52:10.3,System A,11
331,332,52,Male,City,Home Appliances,28-11-2022,78.31751669,Debit Card,3,0.476653584,TRUE,3,TRUE,Returning,6,North,52:10.3,System A,11
332,333,34,Female,Rural,Clothing,29-11-2022,941.3766753,Credit Card,1,0.036332794,FALSE,2,FALSE,Returning,6,South,52:10.3,System A,11
333,334,61,Female,Rural,Home Appliances,30-11-2022,511.8512336,Credit Card,2,0.09954671,FALSE,5,FALSE,Returning,1,East,52:10.3,System A,11
334,335,45,Female,Rural,Clothing,01-12-2022,415.3179511,Cash,8,0.173911174,FALSE,1,FALSE,Returning,2,East,52:10.3,System A,12
335,336,47,Male,Rural,Electronics,02-12-2022,812.7697952,Cash,7,0.310117424,FALSE,1,FALSE,New,4,North,52:10.3,System A,12
336,337,46,Male,Suburb,Electronics,03-12-2022,837.4676686,Credit Card,2,0.272400543,TRUE,3,TRUE,New,3,West,52:10.3,System A,12
337,338,63,Male,Rural,Home Appliances,04-12-2022,338.8691228,Credit Card,2,0.062821746,FALSE,4,FALSE,New,6,East,52:10.3,System A,12
338,339,23,Female,Suburb,Electronics,05-12-2022,696.6818769,Debit Card,9,0.144863992,FALSE,5,FALSE,Returning,1,East,52:10.3,System A,12
339,340,52,Female,Rural,Home Appliances,06-12-2022,773.4115877,Credit Card,6,0.119375886,FALSE,3,FALSE,New,7,North,52:10.3,System A,12
340,341,58,Female,Suburb,Electronics,07-12-2022,658.10418,Credit Card,5,0.106771427,FALSE,1,TRUE,New,4,South,52:10.3,System A,12
341,342,54,Male,City,Clothing,08-12-2022,160.0791241,Cash,6,0.205572168,FALSE,3,FALSE,Returning,4,North,52:10.3,System A,12
342,343,41,Male,Suburb,Clothing,09-12-2022,877.1242527,Credit Card,9,0.352015726,FALSE,5,TRUE,New,4,North,52:10.3,System A,12
343,344,46,Female,Suburb,Clothing,10-12-2022,543.7036072,Cash,7,0.108726466,FALSE,2,FALSE,Returning,1,West,52:10.3,System A,12
344,345,63,Male,Rural,Clothing,11-12-2022,289.6477021,Credit Card,9,0.18333944,FALSE,5,TRUE,New,3,North,52:10.3,System A,12
345,346,48,Male,Suburb,Home Appliances,12-12-2022,430.9759036,Debit Card,4,0.195458713,FALSE,2,TRUE,New,6,West,52:10.3,System A,12
346,347,52,Male,City,Electronics,13-12-2022,47.19537949,Credit Card,2,0.488228265,TRUE,2,TRUE,Returning,4,South,52:10.3,System A,12
347,348,50,Male,City,Home Appliances,14-12-2022,136.5881332,Credit Card,8,0.477333178,FALSE,2,FALSE,New,1,West,52:10.3,System A,12
348,349,38,Female,Rural,Clothing,15-12-2022,767.891283,Credit Card,4,0.400068791,FALSE,3,FALSE,Returning,7,South,52:10.3,System A,12
349,350,49,Male,City,Home Appliances,16-12-2022,10.01151841,Cash,9,0.12082946,FALSE,1,FALSE,Returning,2,South,52:10.3,System A,12
350,351,40,Male,Suburb,Electronics,17-12-2022,422.4001702,Debit Card,4,0.034018657,FALSE,3,FALSE,New,7,South,52:10.3,System A,12
351,352,50,Male,City,Home Appliances,18-12-2022,527.2850793,Credit Card,8,0.158452069,FALSE,1,FALSE,New,1,North,52:10.3,System A,12
352,353,20,Male,Rural,Electronics,19-12-2022,64.0880758,Cash,9,0.133397275,FALSE,5,FALSE,Returning,1,West,52:10.3,System A,12
353,354,35,Female,Suburb,Home Appliances,20-12-2022,973.3473813,Debit Card,9,0.2529629,TRUE,4,FALSE,New,1,East,52:10.3,System A,12
354,355,42,Female,Rural,Electronics,21-12-2022,233.8640779,Cash,4,0.388863955,FALSE,5,TRUE,New,4,North,52:10.3,System A,12
355,356,59,Male,Suburb,Electronics,22-12-2022,311.1567324,Cash,1,0.429161469,TRUE,3,FALSE,Returning,1,South,52:10.3,System A,12
356,357,48,Male,City,Clothing,23-12-2022,310.9030871,Debit Card,3,0.422432043,FALSE,3,FALSE,Returning,2,East,52:10.3,System A,12
357,358,20,Male,Rural,Electronics,24-12-2022,238.1124955,Credit Card,9,0.179837781,FALSE,1,FALSE,Returning,4,North,52:10.3,System A,12
358,359,57,Male,Rural,Clothing,25-12-2022,11.45908387,Cash,4,0.343617172,FALSE,3,FALSE,Returning,7,East,52:10.3,System A,12
359,360,63,Male,Suburb,Clothing,26-12-2022,732.0513461,Cash,5,0.156417099,FALSE,2,TRUE,Returning,2,South,52:10.3,System A,12
360,361,41,Male,Rural,Clothing,27-12-2022,967.1770448,Credit Card,7,0.030452772,FALSE,3,TRUE,New,5,East,52:10.3,System A,12
361,362,49,Female,Suburb,Home Appliances,28-12-2022,232.0505485,Credit Card,5,0.350782633,FALSE,1,FALSE,Returning,7,East,52:10.3,System A,12
362,363,64,Male,Suburb,Home Appliances,29-12-2022,666.4167199,Debit Card,4,0.004913776,FALSE,1,TRUE,Returning,1,South,52:10.3,System A,12
363,364,39,Female,Suburb,Home Appliances,30-12-2022,744.4773637,Debit Card,2,0.204591294,FALSE,2,TRUE,New,6,East,52:10.3,System A,12
364,365,40,Female,Suburb,Home Appliances,31-12-2022,849.9411253,Debit Card,2,0.164689635,FALSE,1,TRUE,Returning,6,North,52:10.3,System A,12
365,366,19,Male,City,Electronics,01-01-2023,428.402905,Credit Card,4,0.346688769,FALSE,4,FALSE,New,4,East,52:10.3,System A,1
366,367,44,Female,Suburb,Electronics,02-01-2023,309.9015966,Cash,9,0.383122736,FALSE,5,TRUE,New,6,West,52:10.3,System A,1
367,368,59,Female,Rural,Home Appliances,03-01-2023,332.0421827,Cash,8,0.152047318,FALSE,3,FALSE,Returning,7,North,52:10.3,System A,1
